a ,b,c
SVC,0.495,"['sulphates', 'alcohol', 'citric acid', 'density']"
SVC,0.49,"['free sulfur dioxide', 'pH', 'sulphates', 'alcohol', 'residual sugar', 'citric acid', 'density']"
SVC,0.485,['alcohol']
SVC,0.485,"['free sulfur dioxide', 'pH', 'sulphates', 'alcohol', 'citric acid']"
SVC,0.485,"['free sulfur dioxide', 'pH', 'alcohol', 'residual sugar', 'citric acid']"
SVC,0.485,"['free sulfur dioxide', 'pH', 'alcohol', 'citric acid', 'density']"
SVC,0.485,"['pH', 'sulphates', 'alcohol', 'residual sugar', 'citric acid']"
SVC,0.485,"['pH', 'sulphates', 'alcohol', 'citric acid', 'density']"
SVC,0.485,"['pH', 'alcohol', 'residual sugar', 'citric acid', 'density']"
SVC,0.485,"['free sulfur dioxide', 'pH', 'sulphates', 'alcohol', 'residual sugar', 'citric acid']"
SVC,0.485,"['free sulfur dioxide', 'pH', 'alcohol', 'residual sugar', 'citric acid', 'density']"
SVC,0.485,"['pH', 'sulphates', 'alcohol', 'residual sugar', 'citric acid', 'density']"
SVC,0.48,"['alcohol', 'residual sugar', 'citric acid']"
SVC,0.48,"['free sulfur dioxide', 'pH', 'sulphates', 'alcohol', 'citric acid', 'density']"
SVC,0.475,"['free sulfur dioxide', 'sulphates', 'alcohol']"
SVC,0.475,"['free sulfur dioxide', 'alcohol', 'density']"
SVC,0.475,"['sulphates', 'alcohol', 'density']"
SVC,0.47,"['free sulfur dioxide', 'alcohol']"
SVC,0.47,"['sulphates', 'alcohol']"
SVC,0.47,"['alcohol', 'density']"
SVC,0.47,"['free sulfur dioxide', 'alcohol', 'residual sugar']"
SVC,0.47,"['sulphates', 'alcohol', 'residual sugar']"
SVC,0.47,"['alcohol', 'residual sugar', 'density']"
SVC,0.47,"['free sulfur dioxide', 'sulphates', 'alcohol', 'density']"
SVC,0.47,"['free sulfur dioxide', 'alcohol', 'residual sugar', 'citric acid']"
SVC,0.47,"['sulphates', 'alcohol', 'residual sugar', 'citric acid']"
SVC,0.47,"['alcohol', 'residual sugar', 'citric acid', 'density']"
SVC,0.47,"['free sulfur dioxide', 'sulphates', 'alcohol', 'citric acid', 'density']"
SVC,0.465,"['alcohol', 'residual sugar']"
SVC,0.465,"['free sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC,0.465,"['free sulfur dioxide', 'pH', 'alcohol', 'residual sugar']"
SVC,0.465,"['free sulfur dioxide', 'pH', 'alcohol', 'density']"
SVC,0.465,"['pH', 'sulphates', 'alcohol', 'residual sugar']"
SVC,0.465,"['pH', 'sulphates', 'alcohol', 'density']"
SVC,0.465,"['pH', 'alcohol', 'residual sugar', 'density']"
SVC,0.465,"['free sulfur dioxide', 'pH', 'sulphates', 'citric acid', 'density']"
SVC,0.455,"['free sulfur dioxide', 'sulphates', 'alcohol', 'residual sugar']"
SVC,0.455,"['free sulfur dioxide', 'alcohol', 'residual sugar', 'density']"
SVC,0.455,"['sulphates', 'alcohol', 'residual sugar', 'density']"
SVC,0.455,"['free sulfur dioxide', 'pH', 'sulphates', 'residual sugar', 'citric acid']"
SVC,0.455,"['free sulfur dioxide', 'pH', 'residual sugar', 'citric acid', 'density']"
SVC,0.455,"['pH', 'sulphates', 'residual sugar', 'citric acid', 'density']"
SVC,0.45,"['free sulfur dioxide', 'pH', 'sulphates', 'residual sugar', 'citric acid', 'density']"
SVC,0.445,"['free sulfur dioxide', 'pH', 'sulphates', 'alcohol', 'residual sugar', 'density']"
SVC,0.44,"['free sulfur dioxide', 'pH', 'sulphates', 'alcohol', 'density']"
SVC,0.435,"['free sulfur dioxide', 'pH', 'sulphates', 'alcohol', 'residual sugar']"
SVC,0.435,"['free sulfur dioxide', 'pH', 'alcohol', 'residual sugar', 'density']"
SVC,0.435,"['free sulfur dioxide', 'sulphates', 'alcohol', 'residual sugar', 'citric acid']"
SVC,0.435,"['free sulfur dioxide', 'alcohol', 'residual sugar', 'citric acid', 'density']"
SVC,0.435,"['pH', 'sulphates', 'alcohol', 'residual sugar', 'density']"
SVC,0.435,"['sulphates', 'alcohol', 'residual sugar', 'citric acid', 'density']"
SVC,0.415,"['free sulfur dioxide', 'pH', 'sulphates', 'citric acid']"
SVC,0.415,"['free sulfur dioxide', 'pH', 'residual sugar', 'citric acid']"
SVC,0.415,"['free sulfur dioxide', 'pH', 'citric acid', 'density']"
SVC,0.415,"['pH', 'sulphates', 'residual sugar', 'citric acid']"
SVC,0.415,"['pH', 'sulphates', 'citric acid', 'density']"
SVC,0.415,"['pH', 'residual sugar', 'citric acid', 'density']"
SVC,0.415,"['free sulfur dioxide', 'sulphates', 'alcohol', 'residual sugar', 'density']"
SVC,0.415,"['free sulfur dioxide', 'sulphates', 'alcohol', 'residual sugar', 'citric acid', 'density']"
SVC,0.385,"['pH', 'citric acid']"
SVC,0.36,['residual sugar']
SVC,0.36,"['free sulfur dioxide', 'residual sugar']"
SVC,0.36,"['sulphates', 'residual sugar']"
SVC,0.36,"['residual sugar', 'density']"
SVC,0.36,"['free sulfur dioxide', 'sulphates', 'residual sugar']"
SVC,0.36,"['free sulfur dioxide', 'residual sugar', 'density']"
SVC,0.36,"['sulphates', 'residual sugar', 'density']"
SVC,0.36,"['free sulfur dioxide', 'sulphates', 'residual sugar', 'density']"
SVC,0.35,"['free sulfur dioxide', 'pH', 'citric acid']"
SVC,0.35,"['pH', 'sulphates', 'citric acid']"
SVC,0.35,"['pH', 'residual sugar', 'citric acid']"
SVC,0.35,"['pH', 'citric acid', 'density']"
SVC,0.33,"['residual sugar', 'citric acid']"
SVC,0.33,"['free sulfur dioxide', 'residual sugar', 'citric acid']"
SVC,0.33,"['sulphates', 'residual sugar', 'citric acid']"
SVC,0.33,"['residual sugar', 'citric acid', 'density']"
SVC,0.33,"['free sulfur dioxide', 'sulphates', 'residual sugar', 'citric acid']"
SVC,0.33,"['free sulfur dioxide', 'residual sugar', 'citric acid', 'density']"
SVC,0.33,"['sulphates', 'residual sugar', 'citric acid', 'density']"
SVC,0.33,"['free sulfur dioxide', 'sulphates', 'residual sugar', 'citric acid', 'density']"
SVC,0.325,['pH']
SVC,0.315,"['free sulfur dioxide', 'pH']"
SVC,0.315,"['pH', 'sulphates']"
SVC,0.315,"['pH', 'residual sugar']"
SVC,0.315,"['pH', 'density']"
SVC,0.315,"['free sulfur dioxide', 'pH', 'sulphates', 'residual sugar']"
SVC,0.315,"['free sulfur dioxide', 'pH', 'sulphates', 'density']"
SVC,0.315,"['free sulfur dioxide', 'pH', 'residual sugar', 'density']"
SVC,0.315,"['pH', 'sulphates', 'residual sugar', 'density']"
SVC,0.31,['citric acid']
SVC,0.31,"['free sulfur dioxide', 'citric acid']"
SVC,0.31,"['sulphates', 'citric acid']"
SVC,0.31,"['citric acid', 'density']"
SVC,0.31,"['free sulfur dioxide', 'pH', 'sulphates']"
SVC,0.31,"['free sulfur dioxide', 'pH', 'residual sugar']"
SVC,0.31,"['free sulfur dioxide', 'pH', 'density']"
SVC,0.31,"['free sulfur dioxide', 'sulphates', 'citric acid']"
SVC,0.31,"['free sulfur dioxide', 'citric acid', 'density']"
SVC,0.31,"['pH', 'sulphates', 'residual sugar']"
SVC,0.31,"['pH', 'sulphates', 'density']"
SVC,0.31,"['pH', 'residual sugar', 'density']"
SVC,0.31,"['sulphates', 'citric acid', 'density']"
SVC,0.31,"['free sulfur dioxide', 'sulphates', 'citric acid', 'density']"
SVC,0.31,"['free sulfur dioxide', 'pH', 'sulphates', 'residual sugar', 'density']"
SVC,0.2,['free sulfur dioxide']
SVC,0.2,['sulphates']
SVC,0.2,['density']
SVC,0.2,"['free sulfur dioxide', 'sulphates']"
SVC,0.2,"['free sulfur dioxide', 'density']"
SVC,0.2,"['sulphates', 'density']"
SVC,0.2,"['free sulfur dioxide', 'sulphates', 'density']"
